index,ticker,name,sector,assetclass,marketvalue,weight,notionalvalue,quantity,price,location,exchange,currency,fxrate,marketcurrency,accrualdate
935,DXC,DXC TECHNOLOGY,Information Technology,Equity,"1,969,085.30",0.0,"1,969,085.30","130,403.00",15.10,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
934,RH,RH,Consumer Discretionary,Equity,"1,982,556.35",0.0,"1,982,556.35","10,679.00",185.65,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
932,BOKF,BOK FINANCIAL CORP,Financials,Equity,"2,027,806.50",0.0,"2,027,806.50","16,635.00",121.90,United States,NASDAQ,USD,1.0,USD,-
931,HIW,HIGHWOODS PROPERTIES REIT INC,Real Estate,Equity,"2,037,526.98",0.0,"2,037,526.98","79,622.00",25.59,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
930,NCNO,NCINO INC,Information Technology,Equity,"2,052,775.78",0.0,"2,052,775.78","78,082.00",26.29,United States,NASDAQ,USD,1.0,USD,-
929,GTM,ZOOMINFO TECHNOLOGIES INC,Communication,Equity,"2,066,423.04",0.0,"2,066,423.04","204,192.00",10.12,United States,NASDAQ,USD,1.0,USD,-
928,GLOB,GLOBANT SA,Information Technology,Equity,"2,065,900.20",0.0,"2,065,900.20","30,615.00",67.48,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
927,INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity,"2,090,888.47",0.0,"2,090,888.47","21,901.00",95.47,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
926,RHI,ROBERT HALF,Industrials,Equity,"2,101,092.84",0.0,"2,101,092.84","75,797.00",27.72,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
925,VIRT,VIRTU FINANCIAL INC CLASS A,Financials,Equity,"2,113,290.44",0.0,"2,113,290.44","61,937.00",34.12,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
924,IAC,IAC INC,Communication,Equity,"2,147,595.60",0.0,"2,147,595.60","53,556.00",40.10,United States,NASDAQ,USD,1.0,USD,-
923,LOAR,LOAR HOLDINGS INC,Industrials,Equity,"2,158,509.78",0.0,"2,158,509.78","31,242.00",69.09,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
922,PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary,Equity,"2,158,099.20",0.0,"2,158,099.20","13,032.00",165.60,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
921,RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care,Equity,"2,180,945.91",0.0,"2,180,945.91","63,789.00",34.19,United States,NASDAQ,USD,1.0,USD,-
920,FRPT,FRESHPET INC,Consumer Staples,Equity,"2,195,127.36",0.0,"2,195,127.36","34,208.00",64.17,United States,NASDAQ,USD,1.0,USD,-
919,TDC,TERADATA CORP,Information Technology,Equity,"2,278,627.65",0.0,"2,278,627.65","74,295.00",30.67,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
918,HAYW,HAYWARD HOLDINGS INC,Industrials,Equity,"2,316,464.56",0.0,"2,316,464.56","145,324.00",15.94,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
917,JHX,JAMES HARDIE INDUSTRIES PLC,Materials,Equity,"2,333,609.52",0.0,"2,333,609.52","110,913.00",21.04,Australia,New York Stock Exchange Inc.,USD,1.0,USD,-
939,APLS,APELLIS PHARMACEUTICALS INC,Health Care,Equity,"1,899,218.20",0.0,"1,899,218.20","76,060.00",24.97,United States,NASDAQ,USD,1.0,USD,-
941,SMG,SCOTTS MIRACLE GRO,Materials,Equity,"1,871,312.79",0.0,"1,871,312.79","32,303.00",57.93,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
964,FLO,FLOWERS FOODS INC,Consumer Staples,Equity,"1,476,684.00",0.0,"1,476,684.00","135,600.00",10.89,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
942,RNG,RINGCENTRAL INC CLASS A,Information Technology,Equity,"1,860,861.12",0.0,"1,860,861.12","62,952.00",29.56,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
963,SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"1,480,314.64",0.0,"1,480,314.64","66,922.00",22.12,United States,NASDAQ,USD,1.0,USD,-
962,CACC,CREDIT ACCEPTANCE CORP,Financials,Equity,"1,493,770.41",0.0,"1,493,770.41","3,267.00",457.23,United States,NASDAQ,USD,1.0,USD,-
961,SMMT,SUMMIT THERAPEUTICS INC,Health Care,Equity,"1,551,877.00",0.0,"1,551,877.00","85,550.00",18.14,United States,NASDAQ,USD,1.0,USD,-
960,FWONA,LIBERTY MEDIA FORMULA ONE SERIES A,Communication,Equity,"1,616,375.20",0.0,"1,616,375.20","18,260.00",88.52,United States,NASDAQ,USD,1.0,USD,-
959,DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication,Equity,"1,621,197.18",0.0,"1,621,197.18","117,734.00",13.77,United States,NASDAQ,USD,1.0,USD,-
958,PK,PARK HOTELS RESORTS INC,Real Estate,Equity,"1,647,571.60",0.0,"1,647,571.60","151,990.00",10.84,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
957,BIRK,BIRKENSTOCK HOLDING PLC,Consumer Discretionary,Equity,"1,651,912.92",0.0,"1,651,912.92","38,997.00",42.36,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
956,XRAY,DENTSPLY SIRONA INC,Health Care,Equity,"1,682,184.96",0.0,"1,682,184.96","146,023.00",11.52,United States,NASDAQ,USD,1.0,USD,-
955,FRHC,FREEDOM HOLDING CORP,Financials,Equity,"1,695,995.62",0.0,"1,695,995.62","12,914.00",131.33,United States,NASDAQ,USD,1.0,USD,-
954,CXT,CRANE NXT,Information Technology,Equity,"1,717,053.55",0.0,"1,717,053.55","35,513.00",48.35,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
953,CAR,AVIS BUDGET GROUP INC,Industrials,Equity,"1,722,741.94",0.0,"1,722,741.94","13,058.00",131.93,United States,NASDAQ,USD,1.0,USD,-
952,HOG,HARLEY DAVIDSON INC,Consumer Discretionary,Equity,"1,731,765.00",0.0,"1,731,765.00","82,465.00",21.00,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
951,PENN,PENN ENTERTAINMENT INC,Consumer Discretionary,Equity,"1,737,496.60",0.0,"1,737,496.60","115,066.00",15.10,United States,NASDAQ,USD,1.0,USD,-
950,UI,UBIQUITI INC,Information Technology,Equity,"1,750,398.24",0.0,"1,750,398.24","3,067.00",570.72,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
949,OLN,OLIN CORP,Materials,Equity,"1,761,403.02",0.0,"1,761,403.02","84,318.00",20.89,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
948,WLK,WESTLAKE CORP,Materials,Equity,"1,766,238.75",0.0,"1,766,238.75","23,949.00",73.75,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
947,CIVI,CIVITAS RESOURCES INC,Energy,Equity,"1,765,070.40",0.0,"1,765,070.40","65,616.00",26.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
946,LINE,LINEAGE INC,Real Estate,Equity,"1,797,812.85",0.0,"1,797,812.85","51,855.00",34.67,United States,NASDAQ,USD,1.0,USD,-
945,WU,WESTERN UNION,Financials,Equity,"1,824,850.20",0.0,"1,824,850.20","194,133.00",9.40,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
944,CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary,Equity,"1,833,796.40",0.0,"1,833,796.40","19,112.00",95.95,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
943,MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,"1,855,825.60",0.0,"1,855,825.60","365,320.00",5.08,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
1015,ESH6,S&P500 EMINI MAR 26,Cash and/or Derivatives,Futures,0.00,0.0,"54,787,112.50",157.00,"6,979.25",-,Index And Options Market,USD,1.0,USD,-
