index,ticker,name,sector,assetclass,marketvalue,weight,notionalvalue,quantity,price,location,exchange,currency,fxrate,marketcurrency,accrualdate
556,HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"9,250,923.88",0.02,"9,250,923.88","501,677.00",18.44,United States,NASDAQ,USD,1.0,USD,-
557,MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"9,240,444.36",0.02,"9,240,444.36","16,281.00",567.56,United States,NASDAQ,USD,1.0,USD,-
558,ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"9,216,162.21",0.02,"9,216,162.21","37,423.00",246.27,United States,NASDAQ,USD,1.0,USD,-
559,REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"9,197,570.20",0.02,"9,197,570.20","132,244.00",69.55,United States,NASDAQ,USD,1.0,USD,-
560,UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"9,176,623.68",0.02,"9,176,623.68","40,312.00",227.64,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
561,CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"9,149,633.20",0.02,"9,149,633.20","118,136.00",77.45,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
563,EXEL,EXELIXIS INC,Health Care,Equity,"9,134,712.00",0.02,"9,134,712.00","197,550.00",46.24,United States,NASDAQ,USD,1.0,USD,-
564,SCCO,SOUTHERN COPPER CORP,Materials,Equity,"9,116,832.48",0.02,"9,116,832.48","60,974.00",149.52,Peru,New York Stock Exchange Inc.,USD,1.0,USD,-
565,IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"9,071,415.56",0.02,"9,071,415.56","113,492.00",79.93,United States,NASDAQ,USD,1.0,USD,-
566,FHN,FIRST HORIZON CORP,Financials,Equity,"9,023,626.11",0.02,"9,023,626.11","368,161.00",24.51,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
529,HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"10,052,500.77",0.02,"10,052,500.77","28,629.00",351.13,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
549,MLI,MUELLER INDUSTRIES INC,Industrials,Equity,"9,380,112.65",0.02,"9,380,112.65","79,405.00",118.13,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
562,BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,Equity,"9,142,210.05",0.02,"9,142,210.05","97,413.00",93.85,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
547,ALLY,ALLY FINANCIAL INC,Financials,Equity,"9,482,421.06",0.02,"9,482,421.06","204,981.00",46.26,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
537,RPM,RPM INTERNATIONAL INC,Materials,Equity,"9,855,548.76",0.02,"9,855,548.76","92,828.00",106.17,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
530,ALLE,ALLEGION PLC,Industrials,Equity,"10,034,743.11",0.02,"10,034,743.11","62,409.00",160.79,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
546,ENTG,ENTEGRIS INC,Information Technology,Equity,"9,507,299.08",0.02,"9,507,299.08","110,204.00",86.27,United States,NASDAQ,USD,1.0,USD,-
532,MAS,MASCO CORP,Industrials,Equity,"9,963,615.48",0.02,"9,963,615.48","153,902.00",64.74,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
533,NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"9,932,863.20",0.02,"9,932,863.20","187,980.00",52.84,United States,NASDAQ,USD,1.0,USD,-
534,RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Equity,"9,900,597.63",0.02,"9,900,597.63","48,157.00",205.59,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
535,DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"9,901,930.08",0.02,"9,901,930.08","23,268.00",425.56,United States,NASDAQ,USD,1.0,USD,-
536,KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"9,874,213.16",0.02,"9,874,213.16","484,981.00",20.36,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
531,RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"9,973,363.50",0.02,"9,973,363.50","27,850.00",358.11,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
544,QXO,QXO INC,Industrials,Equity,"9,566,920.80",0.02,"9,566,920.80","450,420.00",21.24,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
539,LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,Equity,"9,786,337.82",0.02,"9,786,337.82","39,706.00",246.47,United States,NASDAQ,USD,1.0,USD,-
540,UNM,UNUM,Financials,Equity,"9,775,056.24",0.02,"9,775,056.24","123,986.00",78.84,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
541,DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,"9,769,056.00",0.02,"9,769,056.00","46,464.00",210.25,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
542,DT,DYNATRACE INC,Information Technology,Equity,"9,636,898.70",0.02,"9,636,898.70","217,390.00",44.33,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
543,NDSN,NORDSON CORP,Industrials,Equity,"9,630,041.31",0.02,"9,630,041.31","39,469.00",243.99,United States,NASDAQ,USD,1.0,USD,-
545,RNR,RENAISSANCERE HOLDING LTD,Financials,Equity,"9,541,992.60",0.02,"9,541,992.60","33,909.00",281.40,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
538,BBY,BEST BUY INC,Consumer Discretionary,Equity,"9,852,181.74",0.02,"9,852,181.74","141,534.00",69.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
848,BYD,BOYD GAMING CORP,Consumer Discretionary,Equity,"3,683,704.20",0.01,"3,683,704.20","42,537.00",86.60,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
