index,ticker,name,sector,assetclass,marketvalue,weight,notionalvalue,quantity,price,location,exchange,currency,fxrate,marketcurrency,accrualdate
651,SN,SHARKNINJA INC,Consumer Discretionary,Equity,"6,927,552.00",0.01,"6,927,552.00","60,768.00",114.00,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
652,FLS,FLOWSERVE CORP,Industrials,Equity,"6,929,402.68",0.01,"6,929,402.68","97,556.00",71.03,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
653,EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"6,915,205.44",0.01,"6,915,205.44","38,214.00",180.96,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
654,TECH,BIO TECHNE CORP,Health Care,Equity,"6,897,294.18",0.01,"6,897,294.18","116,469.00",59.22,United States,NASDAQ,USD,1.0,USD,-
655,REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity,"6,844,535.92",0.01,"6,844,535.92","173,543.00",39.44,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
656,FYBR,FRONTIER COMMUNICATIONS PARENT INC,Communication,Equity,"6,829,159.26",0.01,"6,829,159.26","179,102.00",38.13,United States,NASDAQ,USD,1.0,USD,-
657,PR,PERMIAN RESOURCES CORP CLASS A,Energy,Equity,"6,815,558.75",0.01,"6,815,558.75","495,677.00",13.75,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
658,WAL,WESTERN ALLIANCE,Financials,Equity,"6,793,401.92",0.01,"6,793,401.92","78,482.00",86.56,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
659,OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Equity,"6,714,517.23",0.01,"6,714,517.23","446,741.00",15.03,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
660,DOX,AMDOCS LTD,Information Technology,Equity,"6,705,374.39",0.01,"6,705,374.39","82,043.00",81.73,United States,NASDAQ,USD,1.0,USD,-
661,COKE,COCA COLA CONSOLIDATED INC,Consumer Staples,Equity,"6,689,596.98",0.01,"6,689,596.98","41,646.00",160.63,United States,NASDAQ,USD,1.0,USD,-
662,AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,"6,691,088.80",0.01,"6,691,088.80","48,430.00",138.16,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
664,CR,CRANE,Industrials,Equity,"6,669,341.40",0.01,"6,669,341.40","35,513.00",187.80,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
679,APA,APA CORP,Energy,Equity,"6,230,871.66",0.01,"6,230,871.66","257,687.00",24.18,United States,NASDAQ,USD,1.0,USD,-
665,TTEK,TETRA TECH INC,Industrials,Equity,"6,584,975.15",0.01,"6,584,975.15","193,505.00",34.03,United States,NASDAQ,USD,1.0,USD,-
781,LEA,LEAR CORP,Consumer Discretionary,Equity,"4,500,416.20",0.01,"4,500,416.20","38,498.00",116.90,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
667,BPOP,POPULAR INC,Financials,Equity,"6,456,004.60",0.01,"6,456,004.60","51,230.00",126.02,United States,NASDAQ,USD,1.0,USD,-
668,LAD,LITHIA MOTORS INC CLASS A,Consumer Discretionary,Equity,"6,456,309.86",0.01,"6,456,309.86","18,746.00",344.41,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
669,ZION,ZIONS BANCORPORATION,Financials,Equity,"6,437,315.72",0.01,"6,437,315.72","108,172.00",59.51,United States,NASDAQ,USD,1.0,USD,-
670,RGEN,REPLIGEN CORP,Health Care,Equity,"6,413,379.06",0.01,"6,413,379.06","38,586.00",166.21,United States,NASDAQ,USD,1.0,USD,-
671,OGE,OGE ENERGY CORP,Utilities,Equity,"6,415,759.38",0.01,"6,415,759.38","149,971.00",42.78,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
672,FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"6,406,291.20",0.01,"6,406,291.20","62,592.00",102.35,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
673,SAIA,SAIA INC,Industrials,Equity,"6,381,403.56",0.01,"6,381,403.56","19,278.00",331.02,United States,NASDAQ,USD,1.0,USD,-
674,SEIC,SEI INVESTMENTS,Financials,Equity,"6,348,392.15",0.01,"6,348,392.15","74,819.00",84.85,United States,NASDAQ,USD,1.0,USD,-
675,PRI,PRIMERICA INC,Financials,Equity,"6,312,954.81",0.01,"6,312,954.81","24,261.00",260.21,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
676,GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,"6,302,683.23",0.01,"6,302,683.23","298,847.00",21.09,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
677,KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity,"6,288,339.15",0.01,"6,288,339.15","15,985.00",393.39,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
678,PCOR,PROCORE TECHNOLOGIES INC,Information Technology,Equity,"6,253,961.36",0.01,"6,253,961.36","83,912.00",74.53,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
713,ADC,AGREE REALTY REIT CORP,Real Estate,Equity,"5,743,130.00",0.01,"5,743,130.00","79,325.00",72.40,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
