index,ticker,name,sector,assetclass,marketvalue,weight,notionalvalue,quantity,price,location,exchange,currency,fxrate,marketcurrency,accrualdate
171,MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"46,050,911.52",0.1,"46,050,911.52","122,138.00",377.04,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
170,FDX,FEDEX CORP,Industrials,Equity,"46,594,336.54",0.1,"46,594,336.54","157,238.00",296.33,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
169,NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"46,638,751.60",0.1,"46,638,751.60","230,440.00",202.39,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
167,PWR,QUANTA SERVICES INC,Industrials,Equity,"46,710,187.86",0.1,"46,710,187.86","107,958.00",432.67,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
163,TFC,TRUIST FINANCIAL CORP,Financials,Equity,"47,895,330.21",0.1,"47,895,330.21","946,361.00",50.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
159,ECL,ECOLAB INC,Materials,Equity,"48,764,859.25",0.1,"48,764,859.25","183,499.00",265.75,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
161,CTAS,CINTAS CORP,Industrials,Equity,"48,382,694.78",0.1,"48,382,694.78","253,127.00",191.14,United States,NASDAQ,USD,1.0,USD,-
162,NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"48,271,427.84",0.1,"48,271,427.84","165,904.00",290.96,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
160,AJG,ARTHUR J GALLAGHER,Financials,Equity,"48,577,754.40",0.1,"48,577,754.40","185,780.00",261.48,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
164,TRV,TRAVELERS COMPANIES INC,Financials,Equity,"47,794,921.68",0.1,"47,794,921.68","163,614.00",292.12,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
165,ADSK,AUTODESK INC,Information Technology,Equity,"47,171,776.28",0.1,"47,171,776.28","156,868.00",300.71,United States,NASDAQ,USD,1.0,USD,-
166,CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"46,944,944.27",0.1,"46,944,944.27","588,799.00",79.73,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
185,EOG,EOG RESOURCES INC,Energy,Equity,"41,497,393.50",0.09,"41,497,393.50","400,941.00",103.50,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
193,VST,VISTRA CORP,Utilities,Equity,"40,033,210.41",0.09,"40,033,210.41","247,623.00",161.67,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
191,ALL,ALLSTATE CORP,Financials,Equity,"40,355,175.60",0.09,"40,355,175.60","194,202.00",207.80,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
190,LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"40,596,948.92",0.09,"40,596,948.92","136,796.00",296.77,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
189,IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"40,723,592.00",0.09,"40,723,592.00","59,150.00",688.48,United States,NASDAQ,USD,1.0,USD,-
188,NU,NU HOLDINGS LTD CLASS A,Financials,Equity,"41,131,034.44",0.09,"41,131,034.44","2,454,119.00",16.76,Brazil,New York Stock Exchange Inc.,USD,1.0,USD,-
187,BDX,BECTON DICKINSON,Health Care,Equity,"41,147,037.73",0.09,"41,147,037.73","209,581.00",196.33,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
186,PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"41,299,719.81",0.09,"41,299,719.81","688,673.00",59.97,United States,NASDAQ,USD,1.0,USD,-
192,APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"40,333,171.30",0.09,"40,333,171.30","163,015.00",247.42,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
184,ZTS,ZOETIS INC CLASS A,Health Care,Equity,"41,519,445.37",0.09,"41,519,445.37","328,919.00",126.23,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
182,AZO,AUTOZONE INC,Consumer Discretionary,Equity,"42,153,460.10",0.09,"42,153,460.10","12,223.00","3,448.70",United States,New York Stock Exchange Inc.,USD,1.0,USD,-
181,PCAR,PACCAR INC,Industrials,Equity,"42,283,002.44",0.09,"42,283,002.44","378,236.00",111.79,United States,NASDAQ,USD,1.0,USD,-
180,SRE,SEMPRA,Utilities,Equity,"42,359,744.67",0.09,"42,359,744.67","478,047.00",88.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
179,ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"42,613,409.92",0.09,"42,613,409.92","311,456.00",136.82,United States,NASDAQ,USD,1.0,USD,-
177,CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"43,569,448.49",0.09,"43,569,448.49","99,367.00",438.47,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
178,ROST,ROSS STORES INC,Consumer Discretionary,Equity,"42,775,305.30",0.09,"42,775,305.30","236,145.00",181.14,United States,NASDAQ,USD,1.0,USD,-
183,SLB,SLB NV,Energy,Equity,"41,544,701.03",0.09,"41,544,701.03","1,099,357.00",37.79,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
212,CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"36,587,791.75",0.08,"36,587,791.75","967,675.00",37.81,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
209,MPC,MARATHON PETROLEUM CORP,Energy,Equity,"36,901,946.22",0.08,"36,901,946.22","225,438.00",163.69,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
210,VLO,VALERO ENERGY CORP,Energy,Equity,"36,647,214.45",0.08,"36,647,214.45","223,445.00",164.01,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
211,EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"36,602,932.50",0.08,"36,602,932.50","421,450.00",86.85,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
216,AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"35,209,207.76",0.08,"35,209,207.76","407,137.00",86.48,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
213,CAH,CARDINAL HEALTH INC,Health Care,Equity,"36,466,163.46",0.08,"36,466,163.46","175,074.00",208.29,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
