index,ticker,name,sector,assetclass,marketvalue,weight,notionalvalue,quantity,price,location,exchange,currency,fxrate,marketcurrency,accrualdate
354,GIS,GENERAL MILLS INC,Consumer Staples,Equity,"18,448,634.35",0.04,"18,448,634.35","392,107.00",47.05,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
357,RF,REGIONS FINANCIAL CORP,Financials,Equity,"18,282,902.05",0.04,"18,282,902.05","657,895.00",27.79,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
356,EXE,EXPAND ENERGY CORP,Energy,Equity,"18,301,472.48",0.04,"18,301,472.48","167,152.00",109.49,United States,NASDAQ,USD,1.0,USD,-
355,STE,STERIS,Health Care,Equity,"18,334,558.44",0.04,"18,334,558.44","71,782.00",255.42,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
353,CNP,CENTERPOINT ENERGY INC,Utilities,Equity,"18,450,304.53",0.04,"18,450,304.53","481,857.00",38.29,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
352,AWK,AMERICAN WATER WORKS INC,Utilities,Equity,"18,645,151.00",0.04,"18,645,151.00","142,820.00",130.55,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
366,TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"17,606,455.20",0.04,"17,606,455.20","34,032.00",517.35,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
365,VLTO,VERALTO CORP,Industrials,Equity,"17,766,465.75",0.04,"17,766,465.75","174,609.00",101.75,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
377,ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,Equity,"16,871,193.24",0.04,"16,871,193.24","191,631.00",88.04,United States,NASDAQ,USD,1.0,USD,-
368,EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"17,542,931.58",0.04,"17,542,931.58","278,062.00",63.09,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
369,PPG,PPG INDUSTRIES INC,Materials,Equity,"17,361,560.32",0.04,"17,361,560.32","166,426.00",104.32,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
370,LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"17,357,093.68",0.04,"17,357,093.68","93,388.00",185.86,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
371,FLEX,FLEX LTD,Information Technology,Equity,"17,350,963.41",0.04,"17,350,963.41","273,977.00",63.33,United States,NASDAQ,USD,1.0,USD,-
372,PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"17,192,692.80",0.04,"17,192,692.80","144,234.00",119.20,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
373,TROW,T ROWE PRICE GROUP INC,Financials,Equity,"17,193,246.00",0.04,"17,193,246.00","164,136.00",104.75,United States,NASDAQ,USD,1.0,USD,-
374,BRO,BROWN & BROWN INC,Financials,Equity,"17,147,574.50",0.04,"17,147,574.50","212,275.00",80.78,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
375,LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"17,016,610.24",0.04,"17,016,610.24","116,704.00",145.81,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
376,ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"16,958,648.76",0.04,"16,958,648.76","308,732.00",54.93,United States,NASDAQ,USD,1.0,USD,-
350,OMC,OMNICOM GROUP INC,Communication,Equity,"18,869,473.40",0.04,"18,869,473.40","235,780.00",80.03,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
378,WAT,WATERS CORP,Health Care,Equity,"16,768,902.16",0.04,"16,768,902.16","43,436.00",386.06,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
379,EIX,EDISON INTERNATIONAL,Utilities,Equity,"16,644,411.41",0.04,"16,644,411.41","279,691.00",59.51,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
380,QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,"16,557,576.84",0.04,"16,557,576.84","236,943.00",69.88,Canada,New York Stock Exchange Inc.,USD,1.0,USD,-
381,ZS,ZSCALER INC,Information Technology,Equity,"16,483,102.08",0.04,"16,483,102.08","71,504.00",230.52,United States,NASDAQ,USD,1.0,USD,-
351,CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"18,718,496.10",0.04,"18,718,496.10","113,590.00",164.79,United States,NASDAQ,USD,1.0,USD,-
