index,ticker,name,sector,assetclass,marketvalue,weight,notionalvalue,quantity,price,location,exchange,currency,fxrate,marketcurrency,accrualdate
254,DHI,D R HORTON INC,Consumer Discretionary,Equity,"28,581,563.52",0.06,"28,581,563.52","195,336.00",146.32,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
255,VMC,VULCAN MATERIALS,Materials,Equity,"28,577,411.20",0.06,"28,577,411.20","97,136.00",294.20,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
256,HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"28,566,436.01",0.06,"28,566,436.01","206,003.00",138.67,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
257,MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"28,330,129.22",0.06,"28,330,129.22","43,922.00",645.01,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
258,GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"28,241,534.97",0.06,"28,241,534.97","337,777.00",83.61,United States,NASDAQ,USD,1.0,USD,-
309,NRG,NRG ENERGY INC,Utilities,Equity,"22,449,999.60",0.05,"22,449,999.60","139,545.00",160.88,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
301,WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"23,539,110.00",0.05,"23,539,110.00","70,350.00",334.60,United States,NASDAQ,USD,1.0,USD,-
302,HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"23,521,371.52",0.05,"23,521,371.52","960,448.00",24.49,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
303,CPNG,COUPANG INC CLASS A,Consumer Discretionary,Equity,"23,339,900.79",0.05,"23,339,900.79","961,677.00",24.27,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
304,ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,"23,270,904.14",0.05,"23,270,904.14","137,918.00",168.73,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
305,HUM,HUMANA INC,Health Care,Equity,"22,897,654.78",0.05,"22,897,654.78","88,466.00",258.83,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
306,TER,TERADYNE INC,Information Technology,Equity,"22,895,975.70",0.05,"22,895,975.70","115,113.00",198.90,United States,NASDAQ,USD,1.0,USD,-
307,SYF,SYNCHRONY FINANCIAL,Financials,Equity,"22,757,815.95",0.05,"22,757,815.95","264,595.00",86.01,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
308,VRSK,VERISK ANALYTICS INC,Industrials,Equity,"22,544,087.10",0.05,"22,544,087.10","102,315.00",220.34,United States,NASDAQ,USD,1.0,USD,-
317,COHR,COHERENT CORP,Information Technology,Equity,"21,535,715.88",0.05,"21,535,715.88","112,329.00",191.72,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
310,DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,"22,294,517.28",0.05,"22,294,517.28","161,742.00",137.84,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
311,NTRA,NATERA INC,Health Care,Equity,"22,221,895.54",0.05,"22,221,895.54","95,071.00",233.74,United States,NASDAQ,USD,1.0,USD,-
312,RJF,RAYMOND JAMES INC,Financials,Equity,"22,131,190.50",0.05,"22,131,190.50","133,885.00",165.30,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
313,VICI,VICI PPTYS INC,Real Estate,Equity,"21,962,835.06",0.05,"21,962,835.06","780,762.00",28.13,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
314,LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"21,897,894.40",0.05,"21,897,894.40","58,840.00",372.16,United States,NASDAQ,USD,1.0,USD,-
315,ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"21,764,962.34",0.05,"21,764,962.34","136,466.00",159.49,United States,NASDAQ,USD,1.0,USD,-
316,MTD,METTLER TOLEDO INC,Health Care,Equity,"21,706,228.50",0.05,"21,706,228.50","15,285.00","1,420.10",United States,New York Stock Exchange Inc.,USD,1.0,USD,-
318,RKLB,ROCKET LAB CORP,Industrials,Equity,"21,445,101.00",0.05,"21,445,101.00","303,540.00",70.65,United States,NASDAQ,USD,1.0,USD,-
299,MTB,M&T BANK CORP,Financials,Equity,"23,803,206.08",0.05,"23,803,206.08","114,836.00",207.28,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
300,FITB,FIFTH THIRD BANCORP,Financials,Equity,"23,606,652.40",0.05,"23,606,652.40","487,640.00",48.41,United States,NASDAQ,USD,1.0,USD,-
284,MDB,MONGODB INC CLASS A,Information Technology,Equity,"25,165,979.00",0.05,"25,165,979.00","57,740.00",435.85,United States,NASDAQ,USD,1.0,USD,-
298,KVUE,KENVUE INC,Consumer Staples,Equity,"23,921,896.23",0.05,"23,921,896.23","1,391,617.00",17.19,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
