index,ticker,name,sector,assetclass,marketvalue,weight,notionalvalue,quantity,price,location,exchange,currency,fxrate,marketcurrency,accrualdate
867,GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity,"3,314,139.01",0.01,"3,314,139.01","218,179.00",15.19,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
853,POST,POST HOLDINGS INC,Consumer Staples,Equity,"3,614,952.60",0.01,"3,614,952.60","35,735.00",101.16,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
854,BRKR,BRUKER CORP,Health Care,Equity,"3,598,925.62",0.01,"3,598,925.62","74,962.00",48.01,United States,NASDAQ,USD,1.0,USD,-
855,MTDR,MATADOR RESOURCES,Energy,Equity,"3,584,103.00",0.01,"3,584,103.00","86,260.00",41.55,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
856,BC,BRUNSWICK CORP,Consumer Discretionary,Equity,"3,572,805.95",0.01,"3,572,805.95","46,955.00",76.09,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
857,CCC,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Equity,"3,566,743.47",0.01,"3,566,743.47","440,883.00",8.09,United States,NASDAQ,USD,1.0,USD,-
858,UHALB,U HAUL NON VOTING SERIES N,Industrials,Equity,"3,507,780.84",0.01,"3,507,780.84","73,631.00",47.64,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
859,ST,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,Equity,"3,484,831.66",0.01,"3,484,831.66","103,777.00",33.58,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
860,ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,Equity,"3,421,528.11",0.01,"3,421,528.11","37,979.00",90.09,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
861,MRP,MILLROSE PROPERTIES INC CLASS A,Real Estate,Equity,"3,422,005.17",0.01,"3,422,005.17","112,603.00",30.39,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
862,LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Equity,"3,423,362.24",0.01,"3,423,362.24","20,336.00",168.34,United States,NASDAQ,USD,1.0,USD,-
863,CE,CELANESE CORP,Materials,Equity,"3,416,516.20",0.01,"3,416,516.20","79,732.00",42.85,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
864,LAZ,LAZARD INC,Financials,Equity,"3,375,698.40",0.01,"3,375,698.40","67,460.00",50.04,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
865,AMTM,AMENTUM HOLDINGS INC,Industrials,Equity,"3,373,046.88",0.01,"3,373,046.88","113,456.00",29.73,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
866,AMKR,AMKOR TECHNOLOGY INC,Information Technology,Equity,"3,359,350.17",0.01,"3,359,350.17","82,763.00",40.59,United States,NASDAQ,USD,1.0,USD,-
868,TNL,TRAVEL LEISURE,Consumer Discretionary,Equity,"3,314,280.06",0.01,"3,314,280.06","45,689.00",72.54,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
883,NEU,NEWMARKET CORP,Materials,Equity,"3,077,667.60",0.01,"3,077,667.60","4,340.00",709.14,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
869,QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Equity,"3,298,025.64",0.01,"3,298,025.64","302,017.00",10.92,United States,NASDAQ,USD,1.0,USD,-
870,S,SENTINELONE INC CLASS A,Information Technology,Equity,"3,288,706.01",0.01,"3,288,706.01","219,101.00",15.01,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
871,KRC,KILROY REALTY REIT CORP,Real Estate,Equity,"3,210,823.80",0.01,"3,210,823.80","84,340.00",38.07,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
872,SON,SONOCO PRODUCTS,Materials,Equity,"3,208,821.00",0.01,"3,208,821.00","73,766.00",43.50,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
873,DVA,DAVITA INC,Health Care,Equity,"3,190,984.08",0.01,"3,190,984.08","27,996.00",113.98,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
874,ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"3,191,727.00",0.01,"3,191,727.00","96,719.00",33.00,United States,NASDAQ,USD,1.0,USD,-
875,FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Equity,"3,173,961.34",0.01,"3,173,961.34","48,658.00",65.23,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
876,AVT,AVNET INC,Information Technology,Equity,"3,146,922.24",0.01,"3,146,922.24","63,858.00",49.28,United States,NASDAQ,USD,1.0,USD,-
877,CUZ,COUSINS PROPERTIES REIT INC,Real Estate,Equity,"3,130,826.40",0.01,"3,130,826.40","121,680.00",25.73,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
878,BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"3,134,082.93",0.01,"3,134,082.93","158,367.00",19.79,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
879,ELF,ELF BEAUTY INC,Consumer Staples,Equity,"3,121,663.14",0.01,"3,121,663.14","38,817.00",80.42,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
880,PRMB,PRIMO BRANDS CLASS A CORP,Consumer Staples,Equity,"3,122,912.54",0.01,"3,122,912.54","188,014.00",16.61,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
881,AGO,ASSURED GUARANTY LTD,Financials,Equity,"3,091,618.25",0.01,"3,091,618.25","34,105.00",90.65,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
882,AUR,AURORA INNOVATION INC CLASS A,Information Technology,Equity,"3,085,536.00",0.01,"3,085,536.00","771,384.00",4.00,United States,NASDAQ,USD,1.0,USD,-
784,JHG,JANUS HENDERSON GROUP PLC,Financials,Equity,"4,494,195.02",0.01,"4,494,195.02","94,297.00",47.66,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
792,AM,ANTERO MIDSTREAM CORP,Energy,Equity,"4,403,458.26",0.01,"4,403,458.26","248,362.00",17.73,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
782,CHE,CHEMED CORP,Health Care,Equity,"4,501,586.88",0.01,"4,501,586.88","10,416.00",432.18,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
697,KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity,"6,056,195.34",0.01,"6,056,195.34","113,646.00",53.29,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
683,ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,Equity,"6,186,908.07",0.01,"6,186,908.07","61,299.00",100.93,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
684,HALO,HALOZYME THERAPEUTICS INC,Health Care,Equity,"6,179,429.62",0.01,"6,179,429.62","89,726.00",68.87,United States,NASDAQ,USD,1.0,USD,-
685,ROIV,ROIVANT SCIENCES LTD,Health Care,Equity,"6,167,291.13",0.01,"6,167,291.13","277,431.00",22.23,United States,NASDAQ,USD,1.0,USD,-
686,UGI,UGI CORP,Utilities,Equity,"6,147,943.31",0.01,"6,147,943.31","161,321.00",38.11,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
687,GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"6,120,825.76",0.01,"6,120,825.76","43,546.00",140.56,United States,New York Stock Exchange Inc.,USD,1.0,USD,-
